source,target,weight
Willamette University,Whitworth,5
Willamette University,Puget Sound,4
Willamette University,Seattle,W
Lewis,Whitworth,15
Lewis,Seattle,13
Lewis,Puget Sound,12
Lewis,Whitman,10
Lewis,Pacific Lutheran,15
Whitworth,Lewis,8
Whitworth,Puget Sound,13
Whitworth,Seattle,10
Whitworth,Portland,4
Whitworth,Willamette University,15
Puget Sound,Seattle,13
Puget Sound,Whitworth,11
Puget Sound,Lewis,8
Puget Sound,Portland,6
Puget Sound,Pacific Lutheran,15
Puget Sound,Willamette University,15
Seattle,Puget Sound,0
Seattle,Lewis,3
Seattle,Whitworth,5
Seattle,Whitman,F
Seattle,Pacific Lutheran,F
Seattle,Willamette University,F
Minnesota State,North Dakota,15
Minnesota State,Minnesota,8
Minnesota State,Carleton College,4
North Dakota,Minnesota State,11
North Dakota,Carleton College,0
North Dakota,Minnesota,3
Bethel,Carleton College,2
Bethel,Winona State,0
Bethel,St,10
Bethel,St John,12
Bethel,Carleton Hot,10
Toledo,Kent State,11
Toledo,Ohio State,3
Toledo,Miami,11
Toledo,Cincinnati,4
Toledo,Wright State,13
Toledo,Akron,1
Kent State,Toledo,9
Kent State,Miami,8
Kent State,Cincinnati,3
Kent State,Ohio State,1
Kent State,Wright State,0
Wright State,Case Western,3
Wright State,Ohio,6
Wright State,Akron,11
Wright State,Dayton,5
Wright State,Cleveland State,11
Wright State,Toledo,12
Wright State,Kent State,1
Akron,Cleveland State,11
Akron,Case Western,3
Akron,Wright State,7
Akron,Ohio,3
Akron,Dayton,3
Akron,Toledo,0
Cleveland State,Akron,4
Cleveland State,Dayton,4
Cleveland State,Ohio,1
Cleveland State,Case Western,2
Cleveland State,Wright State,6
John Carroll,Ohio Wesleyan,11
John Carroll,Franciscan,8
John Carroll,Kenyon,6
John Carroll,Oberlin,1
John Carroll,Denison,0
John Carroll,Ohio Northern,0
Ohio Wesleyan,John Carroll,10
Ohio Wesleyan,Kenyon,8
Ohio Wesleyan,Oberlin,3
Ohio Wesleyan,Franciscan,2
Ohio Wesleyan,Denison,0
Ohio Wesleyan,Ohio Northern,1
Kenyon,Ohio Wesleyan,13
Kenyon,John Carroll,13
Kenyon,Franciscan,5
Kenyon,Oberlin,3
Kenyon,Wooster,10
Kenyon,Denison,9
Denison,Wooster,8
Denison,Cedarville,6
Denison,Ohio Northern,8
Denison,Xavier,10
Denison,Kenyon,13
Denison,Ohio Wesleyan,1
Denison,John Carroll,1
Ohio Northern,Wooster,12
Ohio Northern,Denison,12
Ohio Northern,Cedarville,4
Ohio Northern,Xavier,9
Ohio Northern,Ohio Wesleyan,0
Ohio Northern,John Carroll,0
Missouri,Arkansas,6
Missouri,Oklahoma,0
Missouri,Missouri State,8
Missouri,Washington University,7
Missouri,Saint Louis,0
Missouri,Central Arkansas,0
Missouri,Kansas State,14
Missouri State,Washington University,9
Missouri State,Missouri,7
Missouri State,Arkansas,6
Missouri State,Oklahoma,0
Missouri State,Saint Louis,0
Missouri State,Kansas State,0
Missouri State,Central Arkansas,0
Central Arkansas,Kansas,5
Central Arkansas,Oklahoma State,4
Central Arkansas,Oklahoma,10
Central Arkansas,Saint Louis,1
Central Arkansas,Kansas State,3
Central Arkansas,Arkansas,0
Central Arkansas,Missouri,0
Central Arkansas,Missouri State,0
Tulsa,Harding,8
Tulsa,Truman State,3
Tulsa,Missouri S,3
Tulsa,John Brown,1
Harding,Tulsa,7
Harding,John Brown,6
Harding,Truman State,6
Harding,Missouri S,4
Colorado Mesa,Colorado,7
Colorado Mesa,Denver,7
Colorado Mesa,Colorado State,11
Denver,Colorado State,5
Denver,Colorado Mesa,12
Denver,Colorado,11
Cal State,California,1
Cal State,Cal Poly,11
Cal State,San Diego,10
Cal State,Loyola Marymount,0
San Diego,Loyola Marymount,10
San Diego,UCLA,2
San Diego,California,5
San Diego,Southern California,2
San Diego,Cal Poly,9
San Diego,Cal State,12
Loyola Marymount,San Diego,6
Loyola Marymount,Southern California,1
Loyola Marymount,UCLA,2
Loyola Marymount,California,6
Loyola Marymount,Cal State,0
Bryant,Claremont,15
Bryant,Portland,13
Bryant,Air Force,7
Bryant,Middlebury,9
Bryant,Colby,12
Bryant,Missouri ,8
Claremont,Bryant,2
Claremont,Air Force,3
Claremont,Portland,12
Claremont,Missouri ,6
Claremont,Colby,8
Claremont,Valparaiso,9
Carleton Colleg,Missouri ,11
Carleton Colleg,Berry,15
Carleton Colleg,Colby,14
Carleton Colleg,Air Force,13
Carleton Colleg,Luther,15
Missouri ,Carleton Colleg,10
Missouri ,Colby,11
Missouri ,Berry,12
Missouri ,Richmond,11
Missouri ,Claremont,14
Missouri ,Bryant,15
